region,subregion,geo_type,transportation_type,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20
Czechia,,country/region,transit,100,98.02,101.88,103.3,107.22,101.48,92.46,97.34,100.71,107.19,110.59,108.15,98.9,95,98.53,102.76,106.37,105.84,111.99,107.65,105.53,113.82,108.92,112.78,112.95,124.36,116.18,104.74,112.94,119.33,125.96,126.84,138.83,129.78,120.25,132.3,130.94,132.73,132.5,127.66,129.48,115.25,130.3,134.87,133.55,133.47,125.72,116.89,112.91,116.96,121.02,127.75,123.83,127.78,113.1,107.2,108.91,99.73,96.06,76,55.28,36.99,30.44,20.11,17.32,15.85,17.13,16.06,14.69,15.1,15.86,17.38,17.9,16.83,17.97,17.74,16.13,18.04,17.23,18.65,19.31,17.43,17.76,22.11,21.14,23.39,24.89,27.48,26.01,26.47,25.43,21.2,24.47,27.28,28.19,27.52
Czechia,,country/region,walking,100,99.92,103.24,107.32,136.65,139.38,99.77,98.55,98.78,107.31,110.07,132.94,141.48,103.78,107.72,106.75,108.07,111.73,144.4,158.48,112.81,118.53,110.04,113.82,118.77,155.45,166.52,123.72,110.92,118.46,125.25,137.26,185.6,195.4,140.22,142.74,142.46,137.55,141.99,162.88,183.22,125.01,138.05,141.77,134.97,134.91,155.47,158.14,123.3,121.16,109.33,122.69,125.02,149.8,147.64,119.83,107.93,98.78,95.15,91.76,69.24,47.48,38.08,25.5,24.76,27.42,26.05,24.97,16.13,17.5,22.13,23.98,23.88,23.19,30.46,34.24,21.29,24.69,22.79,28.7,29.93,27.1,29.85,39.6,35.9,40.01,41.79,42.94,42.24,45.52,46.37,24.99,31.2,39.91,45.89,46.11
Denmark,,country/region,driving,100,103.67,105.55,104.16,110.4,105.47,103.52,102.37,104.12,107.02,107.19,112.43,106.45,99.5,100.78,103.15,106.05,107.95,121.58,114.3,110.32,105.32,107.72,108.5,107.35,114.06,105.43,93.99,103.42,107.14,108.02,110.03,113.19,104.27,98.93,102.21,107.19,110.27,112.79,118.37,109.78,103.25,103.9,110.44,110.13,112.25,124.22,116.13,107.98,103.48,108.13,109.36,110.75,118.81,113.75,104.49,101.64,100.99,90.37,67.62,66.97,62.05,56.49,62.62,58.82,55.46,59.78,60.23,56.59,55.81,59.21,60.48,62.93,64.33,66.46,62.57,59.38,64.61,70.8,69.53,69.08,72.34,67.84,75.49,84.67,86.89,89.81,74.33,74.66,71.32,71.54,73.58,77.88,80.32,82.37,85.22
Denmark,,country/region,transit,100,98.09,98.22,99.55,111.53,108.82,102.06,96.41,99.1,99.58,103.12,114.83,111.8,98.21,100.76,105.78,108.27,111.65,127.94,120.71,115.79,103.61,102.2,107.19,102.62,115.24,112.3,101.45,103.7,107.76,103.61,105.5,114.41,112.56,107.51,105.58,111.99,114.15,122.5,130.37,124.55,106.04,102.94,104.58,106.09,104.81,120.99,120.91,105.83,98.93,102.88,101.65,103.03,115.12,109.95,97.29,93.95,91.14,77.56,48.7,45.07,39.65,33.91,32.69,28.17,25.76,29.16,27.97,27.14,27.42,26.07,26.51,26.33,27.01,27.21,28.69,27.39,27.76,29.02,28.55,29.55,28.34,31.71,33.54,34.78,35.29,35.24,33.76,34.54,32.59,34.4,35.26,34.36,37.09,37.28,40.06
Denmark,,country/region,walking,100,99.31,104.04,107.99,131.4,126.32,96.4,102.74,104.03,108.79,106.78,133.24,133.19,89.04,97.29,105.64,112.5,115.06,146.15,140.82,104.73,105.01,106.31,111.81,110.86,131.5,131.07,77.13,101.2,104.24,104.43,119.29,141.38,125.1,81.17,97.36,107.58,117.17,120.13,145.54,123.99,88.97,100.38,98.78,107.83,115.52,147.94,135.36,96.3,104.5,106.18,111.64,115.88,137.78,143.34,90.9,97.37,93.53,91.86,54.89,62.04,66.91,46.67,55.9,49.84,45.91,56.3,54.85,59.29,50.87,52.11,53.17,56.91,58.8,63.98,64.24,50.9,54.27,60.88,54.62,53.2,58.8,64.62,72.24,80.21,81.1,80.84,72.01,73.72,65.98,69.45,60.65,66.49,70.92,74.24,81.08
Egypt,,country/region,driving,100,98.78,104.14,113.6,92.9,100.18,99.76,99.72,103.72,108.55,130.19,113.81,108.49,118.84,120.56,122.58,127.68,138.14,132.62,124.99,123.04,121.73,123.38,128.78,131.39,122.99,117.6,105.82,105.39,107.62,114.49,128.91,119.09,116.49,109.34,108.79,108.41,116.21,123.01,111.49,113.4,105.67,175.25,102.74,117.01,130.7,112.34,116.23,105.29,106.31,109.89,112.82,128.34,111.12,112.35,109.76,102.95,104.93,114.97,38.82,47.42,77.96,90.15,85.45,76.94,73.12,63.33,48.41,47.74,46.39,41.07,39.55,35.56,35.27,21.1,27.21,40.29,38.92,38.14,40.96,41.25,26.56,31.7,40.11,43.37,43.17,41.86,46.3,32.6,39.02,51.6,52.27,52.19,54.85,57.67,38.57
Egypt,,country/region,walking,100,96.45,100.74,103.42,91.93,96.38,97.88,101.38,99.79,109.75,119.96,103.75,107.34,121.22,127.33,117.43,124.53,127.5,119.9,119.24,123.75,120.26,117.73,125.59,121.57,112,114.43,103.05,113.75,111.12,115.16,122.06,113.41,117.62,107.69,105.24,107.74,114.05,116.34,107.23,112.59,104.8,116.83,104.13,115.58,121.44,112.94,114.19,106.62,107.1,110.36,113.06,121.13,108.65,109.45,104.94,100.06,107.23,104.79,46.94,56.68,76.5,83.11,80.05,73.41,68.96,60.49,46.71,50.96,46.19,43.57,40.08,38.74,39.3,28.16,33.44,40.82,38.49,36.95,43.94,42.32,29.81,36.57,43.96,43.17,43.61,40.94,45.35,35.3,40.82,49.41,49.35,49.11,49.72,52.51,36.31
Estonia,,country/region,driving,100,106.93,106.41,115.22,132.85,128.75,107.61,101.66,107.16,104.49,109.24,135.75,138.89,108.16,98.57,98.34,104.21,107.67,127.29,135.4,113.7,102.21,104.19,105.88,118.7,152.49,146.04,118.64,105.78,110.9,115.29,125.22,158.9,156.51,132.21,121.16,120.55,126.22,134.37,150.88,141.36,122.6,121.06,127.19,123.42,123.3,133.53,129.93,103.6,100.78,101.86,109.48,116.67,144.04,146.29,125.54,106.44,105.48,103.96,86.54,87.46,81.09,71.3,60.41,63.05,55.28,64.73,71.37,64.32,67.7,62.64,61.09,62.33,61.88,63.68,71.24,56.55,52.04,56.81,59.1,60.72,61.06,71.44,71.46,72.4,80.76,80.47,77.54,81.8,75.42,56.71,71.93,68.59,70.41,70.06,82.2
Estonia,,country/region,transit,100,99.03,99.77,100.6,127.37,109.89,87.07,102.85,102.71,101.79,102.3,120.98,107.59,95.86,101.66,105.38,107.18,105.52,112.93,111.45,100.46,103.96,114.77,115.55,113.34,132.93,117.3,113.16,117.25,120.1,120.33,122.13,136.25,122.03,111.45,135.19,124.33,128.38,131.65,136.75,113.11,103.17,122.95,148.39,137.03,140.98,131.46,112.47,94.34,112.28,113.75,113.85,125.62,142.82,114.67,100.09,111.36,104.23,110.53,84.68,74.33,56.95,41.08,39.19,38.22,34.77,38.59,39.14,34.22,34.82,37.4,37.17,37.03,32.75,27.32,30.27,26.49,26.77,27.64,30.04,30.22,29.76,30.73,29.71,35.74,32.38,35.46,34.91,39.74,31.88,26.36,35.05,31.65,29.02,30.45,32.75
Estonia,,country/region,walking,100,103.31,104.45,110.69,155.25,171.56,112.09,112.74,115.92,108.77,118.56,175.98,219.43,121.61,108.12,108.84,128.6,135.55,161.36,192.75,114.59,108.64,119.53,120.6,127.69,196.82,220.8,123.63,119.17,130.58,134.71,150.6,229.51,219.01,154.76,171.89,167.24,171.89,189.11,194.57,169.81,164.25,146.77,175.53,154.53,175.07,188.3,185.28,109.68,117.16,115.63,108.64,137.73,186.29,214.04,143.26,121.16,120.7,110.63,95.06,100.32,82.78,64.93,48.13,56.22,44.75,62.43,71.92,57.43,67.11,54.79,56.87,53.1,57.36,61.33,64.54,46.86,39.42,42.93,46.77,45.17,44.85,59.18,67.08,68.22,71.63,70.69,62.95,65.19,66.62,36.01,52.03,50.7,48.52,44.39,70.95
Finland,,country/region,driving,100,102.42,105.41,104.46,117.78,120.16,112.58,100.97,103.11,103.27,103.37,119.02,119.09,110.2,97.3,102.31,103.05,103.3,121.3,118.69,112.36,101.01,103.31,103.1,105.07,125.1,125.04,112.75,102.38,104.23,108.16,114.97,135.6,138.63,117.3,108.23,111.13,115.39,116.04,134.8,141.73,122.31,111.17,111.63,115.06,116.1,134.01,135.92,114.53,106.14,107.21,107.62,109.68,127.47,127.69,114.36,99.3,99.82,98.53,86.92,91.48,91.77,79.93,69.2,66.72,67.71,71.84,81,75.7,72.88,66.03,66.46,68.8,73.21,75.92,72.23,68.49,67.71,68.26,71.48,70.79,71.94,73.12,73.74,73.07,75.52,80.18,83.39,76.81,76.06,54.91,74.72,72.53,75.78,76.8,88.83
Finland,,country/region,transit,100,98.58,99.52,101.67,104.5,101.66,98.45,101.21,101.75,99.77,102.42,104.24,98.82,95.71,99.14,104.02,100.54,97.82,103.22,98.45,94.66,101.87,101.12,100.18,103.84,103.94,108.63,96.66,102.2,103.67,99.12,105.19,109.69,106.41,101.88,104.08,102.87,108.97,101.71,109.29,109.47,102.06,105.78,104.75,110.93,106.48,111.4,106.69,98.55,104.77,98.28,101.41,98.89,109.1,101.52,96.95,91.68,94.49,89.5,76.09,73.06,66.01,58.61,59.47,47.36,44.37,45.37,43.31,37.65,41.99,38.71,39.38,35.61,36.88,34.97,35.76,38.39,38.45,38.27,36.03,36.93,36.16,34.47,36.11,39.23,36.31,38.51,35.48,37.96,34.02,32.26,41.28,39.78,39.22,36.5,40.39
Finland,,country/region,walking,100,96.91,101.01,104.8,112.42,112.51,90.11,99.27,99.25,100.64,102.29,112.82,118.59,88.15,88.29,93.69,96.89,96.88,113.66,110.28,88.05,95.61,98.57,101.36,99.76,112.11,119.42,85.15,92.14,103.36,102.25,120.51,121.65,111.39,79.1,95.11,103.72,106.41,100.89,109.28,103.71,94.74,102.21,107.1,107.46,105.78,116.57,120.73,80.62,97.4,99.25,90.1,97.26,120.2,120,92.45,91.69,86.45,84.57,82.82,78.52,79.46,61.04,59.95,55.71,59.53,64.98,65.1,59.87,59.37,56.94,60.08,59.56,64.57,66.85,69.55,61.07,59.04,55.83,65.26,59.47,57.82,70.28,71.09,69.57,70.32,75.25,70.02,68.27,70.36,40.75,66.49,59.72,61.18,61.08,70.16
France,,country/region,driving,100,101.6,104.67,107.25,112.07,114.84,93.4,94.67,94.52,97.84,98.36,111.42,109.7,87.85,91.22,92.87,97.88,97.18,107.43,114.7,91.31,93.45,93.89,99.17,99.49,110.43,117.24,89.9,94.95,95.69,99.98,101.41,118.69,126.61,96.71,100.32,100.83,102.03,104.31,118.42,127.73,97.72,99.66,99.4,100.49,99.76,110.5,111.85,87.03,90.07,92.79,95.13,95.6,104.21,107.37,83.78,86.66,88.19,90.42,82.45,83.06,77.54,52.76,56.5,31.7,23.05,22.4,21.2,16.23,15.33,22.36,22.54,22.2,22.05,21.83,18.44,17.2,22.89,23.74,23.86,24.15,23.5,19.72,19.61,25.69,26.27,26.46,26.9,26.58,21.66,17.91,21.83,30.2,30.76,31.09,30.44
France,,country/region,transit,100,100.31,102.48,103.75,106.97,111.44,93.29,97.27,97.37,101.6,98.73,102.88,108.67,86.82,93.38,96.84,102.13,102.44,114.36,125,96.52,99.2,100.43,107.64,106.75,115.25,115.65,96.23,105.43,105.21,109.02,111.95,119.97,117.34,101.79,118.54,118.54,116.32,118.49,125.78,127.21,108.53,115.31,115.9,120.41,121.51,132.46,132.41,100.53,104.69,106.87,109.26,111.99,121.29,124.75,95.36,97.3,98.7,104.31,92.11,85.57,74.08,42.55,32.84,16.57,13.58,12.71,12.29,10.75,10.31,12.06,12.06,11.75,11.58,11.23,11.07,10.66,11.96,12.04,11.92,11.87,11.56,10.7,11.25,12.6,12.49,12.2,12.1,12.25,11.43,10.56,12.25,13.68,13.56,13.78,13.92
France,,country/region,walking,100,105.95,108.49,121.22,117.98,135.17,79.07,86.45,90.11,91.4,95.75,112.71,117.06,66.53,77.64,84.94,95.11,93.85,108.5,126.17,70.78,83.3,86.31,94.07,99.16,106.88,117.98,66.62,80.08,86.83,93.75,95.63,117.96,126.34,74.44,86.9,95.91,94.03,99.23,108.42,120.95,75.84,88.4,89.42,90.61,90.86,106.25,109.99,61.23,73.5,83.57,82.79,83.03,98.34,112.37,61.73,72.76,77.48,84.66,79.25,79.32,75.85,39.6,31.2,18.24,17.24,18.13,15.84,12.37,10.7,17.67,17.57,16.13,15.08,14.87,14.26,10.44,12.95,14.09,14.68,14.64,15.13,14.93,14.45,14.9,16.18,16.23,16.66,17.09,15.5,12.49,13.84,17.36,18.07,18.22,18.3
Germany,,country/region,driving,100,101.31,102.82,104.61,114.38,109.65,103.81,100.54,102.9,102.65,102.61,112.68,108.85,102.26,101.93,105.2,102.84,105.23,119.14,115.73,106.1,105.13,107.72,106.59,105.26,120.68,120.85,105.91,105.72,108.42,108.83,112.43,130.41,128,109.63,108,109.42,110.81,108.14,125.52,119.65,99.22,102.49,105.39,104.39,110.47,117.01,115.16,106.11,101.52,104.1,102.87,105.34,115.68,112.85,105.05,99.11,100.16,97.05,87.94,86.47,78.32,72.26,68.97,63.71,59.52,54.87,50.87,37.9,39.75,45.1,45.53,46.48,48.12,49.58,45.98,42.18,50,52.68,53.29,53.15,51.46,47.44,55.02,58.99,60.26,61.92,58.89,51.44,51.05,46.1,53.67,61.19,63.04,65.48,64.69
Germany,,country/region,transit,100,102.85,102.41,105.37,114.32,116.37,102.26,99.42,101.25,100.44,103.03,111.85,117.24,99.33,101.54,101.07,99.92,102.77,113.42,115.02,104.64,104.37,104.7,101.33,101.98,113.45,117.99,100.3,104.99,105.67,106.43,112.26,121.04,125.2,114.91,157.64,140.18,132.15,135.25,145.98,149.75,127.86,129.82,128.68,123.84,128.01,138.23,140.56,123.28,118.97,116.1,114.82,117.3,127.44,134.51,115.27,110.61,106.74,101.51,91.75,82.21,77.72,63.99,57.93,50.68,46.15,39.17,33.88,29.1,30.14,31.37,31,31.36,31.4,31.8,31.88,29.48,32.39,35.14,33.52,33.82,32.02,33.02,39.16,40.67,40.58,39.96,38.54,40.24,36.2,37.88,38.77,41.62,43.22,44.83,43.47
Germany,,country/region,walking,100,104.04,107.18,110.76,124.13,137.91,91.01,99.26,102.36,100.62,104.64,119.37,135.62,89.33,99.07,98.48,99.88,106.28,127.99,139.86,91.42,104.16,105.5,108.79,109.22,128.59,150.13,86.21,91.76,104.04,108.17,112.38,141.37,161.49,98.68,111.55,115.71,109.61,121.49,131.42,149.93,93.4,114.25,106.82,99.85,104.58,123.05,138.07,95.72,102.74,103.29,101.89,102.6,116.04,140.22,93.98,96.92,90.68,96.4,89.79,88.28,95.38,75.8,71.25,61.98,57.99,51.98,45.37,36.4,42.76,42.11,43.85,43.83,45.78,52.26,58.85,33.95,42.5,47.88,50.5,50.82,48.24,59.17,75.42,66.13,66.37,67.94,65.26,73.42,67.61,67.93,54.13,55.07,63.21,69.23,69.5
Greece,,country/region,driving,100,100.63,100.57,100.6,110.76,113.18,106.76,96.02,95.5,98.73,97.72,108.81,112.89,108.84,95.89,95.58,98.33,102.87,112.72,116.08,112.42,95.67,97.46,96.64,103.46,121.1,119.98,116.73,102.6,104.28,106.66,108.1,123.56,123.65,121.23,117.92,123.39,116.34,121.1,118.04,121.53,114.37,104.15,104.31,105.83,107.2,120.29,115.89,113.79,139.75,98.77,99.65,101.98,103.73,104.86,106.74,94.91,88.49,84.96,73.95,66.02,49.1,39.41,38.82,38.03,33.31,32.44,33.88,30.34,30.72,20.78,21.02,18.59,22.02,21.94,21.02,21.57,26.27,25.8,24.73,27,25.38,19.88,19.7,25.73,26.6,28.36,28.75,30.09,26.91,26.99,31.93,32.78,32.52,32.87,31.6
Greece,,country/region,walking,100,100.5,101.91,108.84,119.88,127.75,96.49,95.3,97.66,101.94,102.57,121.64,134.75,100.5,93.13,101.26,104.46,107.8,125.02,138.69,109.39,98.14,105.77,93.43,99.78,132.73,137.33,112.88,106.25,111.08,113.07,126.92,150.06,157.11,124.49,126.22,127.66,125.98,137.67,139.05,145.35,121.81,115.7,111.79,107.21,113.48,129.68,139.7,118.77,91.9,98.65,99.79,114.1,126.03,133.12,100.1,91.15,102.25,95.05,86.04,74.54,50.63,33.98,32.14,30.5,27.43,26.74,28.3,25.9,24.36,19.06,22.32,19.32,19.58,19.62,23.65,25.96,28.28,27.69,23.12,28.03,22.87,18,18.24,23.48,24.17,28.55,30.81,34.68,37.26,38.27,36.54,36.18,33.85,37.48,41.43
China,Hong Kong,country/region,driving,100,106.79,111.3,116,138.02,129.52,116.02,118.3,114.27,108.7,95.34,82.73,75.22,77.2,71.15,69.52,68.28,65.19,65.86,65.95,63.83,66.47,67.04,60.53,64.82,73.26,68.55,69.67,64.46,64.37,63.81,68.84,79.4,69.28,63.47,67.26,69.49,67.52,69.97,80.37,79.72,72.64,62.77,59.14,63.84,67.23,77.09,80.09,70.97,67.4,68.29,67.38,67.34,76.98,75.58,67.89,68.7,69.99,66.71,64.05,74.9,75.89,66.07,61.66,59.13,59.36,59.17,66.21,60.63,60.88,56.57,56.44,54.05,55.9,58.81,47.81,48.82,49.66,50.5,49.8,49.85,54.58,46.96,48.71,52.01,56.01,55.89,56.51,53.53,51.98,53.91,51.93,52.19,52.16,53.58,60.48
China,Hong Kong,country/region,walking,100,109.2,114.16,117.93,143.42,127.53,113.68,127.75,120.06,110.21,92.92,66.38,52.37,58.63,55.42,56.55,55.99,50.6,52.98,46.35,46.4,46.9,49.33,44.48,47.15,53.91,47.96,47.57,45.78,45.74,44.96,51,61.39,49.16,42.81,49.14,51.68,51.24,53.59,61.74,57.89,52.22,46.86,45.66,49.5,52.71,61.24,60.19,52.72,53.29,53.31,51.59,55.22,65.62,60.46,51.5,54.07,55.3,54.21,57.73,67.49,67.76,58.36,54,51.35,52.49,52.87,58.75,54.44,49.36,47.1,48.96,43.76,48.02,47.82,36.9,35.75,39.75,40.49,40.95,40.47,45.05,39.78,36.73,42.78,49.41,48.01,47.64,46.26,42.36,45.68,45,46.13,45.21,46.74,53.6
Hungary,,country/region,driving,100,100.89,103.13,106.74,119.57,111.98,100.08,99.79,99.22,101.49,108.57,120.08,114.68,100.38,99.38,100.36,101.38,104.59,120.41,120.99,108.44,103.11,103.75,107.9,110.58,127.22,125.31,113.24,107.4,108.79,112.34,123,142.05,137.99,120.76,115.33,116.53,118.15,121.46,137.21,133.62,119.17,111.98,113.21,112.38,114.67,125.99,119.91,106.2,104.57,107.28,107.74,114.05,129.49,122.28,107.74,103.48,101.59,97.53,93.39,93.01,78.78,71.09,64.95,58.26,55.33,54.66,55.61,39.15,36.07,40.79,43.23,43.61,46.11,55.78,36.55,39.59,42.85,46.81,47.83,50.67,54.44,49.08,50.09,54.22,57.83,61.81,61.82,46.85,42.64,35.85,43.02,56.56,58.74,60.71,62.89
Hungary,,country/region,walking,100,98.25,101.86,110.46,136.71,145.18,108.11,107.47,106.77,103.21,117.62,142.79,153.95,112.8,109.44,102.61,109.15,116.83,157.38,174.54,129.25,120.6,110.22,115.56,122.52,161.51,172.34,131.13,124.09,124.28,126.22,150.42,197.69,213.12,157.31,154.17,155.29,151.08,154.68,177.67,197.02,148.71,142.09,145.36,130.52,137.68,162.94,173.19,124.33,124.88,116.17,116.51,130.14,151.47,167.64,121.01,115.38,111.2,106.96,105.23,97.61,87.03,66.04,53.75,41.43,37.07,34.35,34.52,20.95,18.2,19.58,23.57,21.56,24.66,31.49,24.24,25.2,23.39,25.76,26.6,28,31.41,32.26,31.61,32.77,33.82,34.73,36.07,29.05,27.11,23.2,24.21,29.87,32.32,35.92,36.78
Iceland,,country/region,driving,100,107.33,113,114.84,135.74,135.06,108.76,106.44,109.04,104.02,98.62,131.83,132.81,118.67,112.99,110.48,113.17,119.45,148.12,148.89,125.84,115.34,120.31,124.53,135.36,153.76,155.16,134.15,120.87,130.44,124.44,129.68,108.57,155.2,137.71,143.23,138.34,141.17,152.04,162.66,168.43,140.17,126.51,123.6,122.89,135.48,164.21,173.18,133.55,137.12,133.23,130.81,141.71,166.05,157.89,136.76,125.93,129.5,117.99,109.65,124.53,114.42,86.1,76.9,73.4,69.04,63.75,63.27,51.09,31.55,45.84,46.72,42.25,46.05,57.76,58.44,45.01,49.33,51.03,55.04,61,66.74,46.44,27.41,56.35,61.96,79.2,53.58,41.42,62.21,34.74,40.16,61.01,61.67,58.6,71.11
Iceland,,country/region,walking,100,101.26,88.81,102.24,111.77,115.61,99.3,93.05,100.09,88.23,81.81,112.09,113.13,98.29,94.26,96.78,96.23,100.36,121.79,125.25,98.1,93.71,105.88,102.84,112.92,127.14,125.48,107.53,100.23,108,103.75,98.7,115.91,128.74,107.63,113.26,119.59,109.81,120.32,145.76,130.87,102.17,104.09,101.34,93.67,100.72,141,129.66,109.79,100.55,105.74,95.65,110.75,132.88,135.37,100.58,93.58,103.75,86.93,92.24,96.95,85.46,57.16,57.63,58.14,43.2,39.08,37.48,30.06,18,26.84,33.5,28.46,30.64,32.96,31.79,24.52,29.45,27.91,33.01,39.64,37.63,26.55,15.88,33.22,41.62,50.23,27.85,22.99,33.45,23.2,24.54,40.58,38.27,39.66,43.18
India,,country/region,driving,100,102.35,107.96,110.77,120.64,136.84,122.4,106.83,101.75,103.08,101.67,113.52,125.46,116.77,106.81,106.16,114.93,115.4,122.46,131.49,119.28,108.72,111.32,105.92,110.8,126.79,137.98,133.39,109.32,108.38,115.12,115.6,136.8,141.22,134.78,110.74,109.83,111.83,119.25,126.09,132.79,125.45,112.01,121.54,118.45,115.22,124.07,130.42,120.68,108.04,102.79,105.28,105.2,118.4,128.65,112.75,93.18,94.54,101.21,97.05,101.01,107.66,97.37,85.91,81.34,78.24,69.53,63.43,45.24,32.67,40.44,25.3,21.93,21.22,21.93,21.92,21.19,19.22,17.86,17.67,16.99,16.72,16.58,16.3,16.69,16.78,17.34,17.25,17.56,17.28,17.28,17.49,18.73,18.56,18.04,17.94
India,,country/region,walking,100,99.18,104.08,107.41,113.91,128.02,113.39,107.91,104.55,105.83,103.4,109.91,121.16,111,110.66,106.98,111.35,110.41,117.08,125.96,113.76,110.57,113.23,111.12,112.76,121.71,131.52,124.04,111.18,110.37,114.14,113.44,126.82,128.87,123.88,112.46,111.89,111.1,110.89,118.27,124.28,115.85,106.89,111.47,111.23,109.51,116.43,120.97,113.13,108.29,107.65,105.65,103.11,109.83,117.79,106.42,90.04,89.34,100.42,97.44,97.9,99.09,92.1,86.17,81.66,78.34,67.58,57.93,41.11,32.88,35.93,29.32,30.33,32.03,34.4,32.85,29.93,27.18,25.45,24.93,24.43,24.82,22.82,24.73,23.12,23.14,25.39,24.81,24.58,25.07,25.78,25.26,27.15,26.54,26.11,25.17
Indonesia,,country/region,driving,100,100.95,103.17,103.49,127.22,135.77,109.68,103.62,101.54,106.06,110.31,142.98,144.2,116.83,105.27,105,102.55,100.66,129.64,147.18,117.4,103.69,103.6,105,106.75,131.57,145.83,112.79,103.37,102.29,102.07,107.27,133.75,142.78,109.17,98.27,96.71,103.73,107.9,134.18,142.24,107.99,102.07,99.4,98.92,100.77,129.12,143.34,110.82,97.69,95.87,97.14,102.06,130.82,139.89,106.16,96.88,96.96,96.2,93.03,114.99,116.88,87.76,77.54,72.22,67.97,62.5,66.39,64,51.47,46.59,40.72,39.29,39.48,43.74,42.48,40.44,39.72,40.62,42.03,41.87,43.66,45.19,42.23,41.82,41.97,41.76,41.47,42.66,42.26,41.82,42.14,42.52,42.33,41.52,42.84
