region,subregion,geo_type,transportation_type,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20
Indonesia,,country/region,walking,100,100.61,97.86,100.22,114.75,128.47,107.06,103.86,100.7,104.28,102.69,125.3,131.44,111.84,106.66,106.36,100.34,99.32,118.64,131.66,113.51,103.42,102.42,103.29,103.7,115.09,129.25,110.41,102.7,98.81,97.3,102.12,116.83,125.67,102.73,95.96,95.66,97.78,100.52,114.25,125.6,99.26,96.88,93.63,91.96,91.42,111.25,119.76,97.89,94.71,95.13,90.37,95.05,110.2,117.99,96.21,89.48,91.21,88.5,86.82,98.41,98.25,75.32,66.82,62.19,59.46,50.97,51.77,48.79,39.75,36.13,30.27,29.63,31.52,33.03,31.91,31.08,30.86,32.03,31.54,32.61,33.73,33.81,32.51,32.38,31.5,32,30.48,32.73,33.32,31.55,33.06,33.3,33.34,33.65,32.29
Ireland,,country/region,driving,100,113.54,113.02,123.29,127.76,130.2,116.27,115.13,116.94,119.09,120.16,131.57,139.57,119.13,109.41,111.59,117.47,120.01,138.74,141.94,120.11,107.74,114.74,115.79,119.08,138.66,136.41,105.52,108.86,111.78,120.17,122.45,148.33,136.51,123.27,129.51,133.33,137.54,142.65,157.03,141.99,120.65,113.98,114.18,120.71,126.33,141.19,127.32,122.75,121.44,125.08,124.54,126.59,142,142.49,128.59,117.1,109.29,106.08,92.88,89.47,80.93,69.95,61.82,54.96,54.48,56.76,60.7,51.39,59.8,46.17,44.57,43.56,43.93,60.93,32.65,24.21,28.42,28.76,28.86,29.19,31.41,26.47,22.99,29.75,32.72,33.68,32.6,31.38,27.02,19.52,24.78,31.97,32.6,34.27,35.65
Ireland,,country/region,transit,100,101.47,105.76,109.21,116.67,114.31,110.74,110.35,106.75,106.14,111.58,119.46,124.24,107.62,111.68,110.26,111.99,114.4,134.85,129.7,116.05,115.84,111.56,114.14,118.44,132.25,122.7,104.43,116.87,111.57,115.94,119.58,136.75,125.93,120.98,126.48,125.8,129.93,128.82,146.81,127.76,111.69,114.39,112.05,114.07,121.67,136.02,129.29,120.6,119.28,121.31,115.18,118.14,132.79,125.75,118.54,115.72,108.21,100.96,79.53,81.62,65.19,53.11,39.8,32.98,27.02,25.61,24.64,20.7,22.78,20.5,19.33,19.08,17.03,18.47,12.48,11.21,12.6,12.17,11.84,11.59,11.95,9.58,10.95,11.95,11.61,11.78,11.92,11.61,10.26,8.65,10.7,11.88,11.44,12.04,12.05
Ireland,,country/region,walking,100,114.6,120.48,122.95,150.65,175.73,126.37,127.41,127.55,129.52,130.33,156,190.76,122.35,115.36,116.22,122.18,128.04,175.5,206.81,124.82,117.6,127.82,127.67,132,174.38,197.61,108.3,113.22,109.18,122.11,138.83,189,188.57,142.91,151.15,151.25,148.25,158.63,183.1,187.93,122.82,112.99,111.89,124.55,144.98,176.19,172.66,130.99,129.56,144.34,136.1,141.67,172.4,196.24,141.37,131.54,128.47,112.82,100.76,112.43,105.11,71.27,51.6,43.18,38.47,38.24,38.59,32.55,37.08,31.74,29.7,30.01,29.07,53.96,39.39,25.59,23.71,24.82,24.31,22.83,25.53,25.31,20.34,25.45,30.37,30.79,27.46,30.13,29.79,18.13,25.9,27.7,29.83,29.35,30.7
Israel,,country/region,driving,100,102.65,102.91,112.6,85.85,90.93,96.24,95.49,100.28,99.96,106.01,80.56,91.75,100.63,98.91,99.18,99.96,106.8,82.63,91.83,105.09,99.37,99,98.11,109.61,81.78,87.9,98.26,103.06,103.71,110.16,124.07,102.57,112.53,111.74,112.46,113.76,106.5,125.17,103.55,100.16,112.64,110.16,113.75,110.88,124.42,100.19,96.91,113.45,119.92,104.73,105.8,110.9,83.08,91.15,102.68,104.92,99.57,91.09,73.96,49.51,53.12,62.36,62.01,43.3,38.28,36.98,25.79,29.13,40.04,39.23,41.29,41.27,35.53,26.03,26.94,36.18,34.92,33.99,34.55,36.53,26.88,27.74,42.06,45.65,43.95,20.78,22.25,25.6,29.77,43.85,42.17,28.91,27.46,44.25,35.64
Israel,,country/region,walking,100,101.98,104.91,121.5,86.39,82.07,80.85,84.88,81.95,99.01,108.37,80.64,85.31,97.66,96.74,98.84,98.81,113.02,88.92,78.1,98.42,96.66,97.39,97.2,117.82,83.59,70.27,90.08,96.19,100.42,113.38,135.79,117.4,106.47,108.05,114.34,116.67,98.66,133.22,114.74,95.16,110.63,109.24,111.03,114.56,143.74,121.7,89.6,125.46,156.89,112.06,111.92,126.62,96.73,95.02,117.09,136.92,120.62,99.26,72.54,45.74,48.75,59.38,59.39,31.9,30.67,28.44,18.87,23.3,31.77,33.54,38.82,44.87,30.37,24.13,23.68,27.74,27.93,26.4,25.02,27.48,21.9,22.87,28.63,31.95,33.68,17.78,19.78,19.79,23.75,32.28,35.2,24.74,23.93,37.62,32.06
Italy,,country/region,driving,100,102.63,105.41,106.18,114.69,127.45,110.65,102.59,103.94,106.67,107.02,119.01,126.85,109.51,99.61,102.59,104.68,105.67,114.35,125.55,111.41,100.52,101.89,103.77,105.58,119.19,129.46,117.1,104.55,108.02,112.5,116.51,139.93,145.29,132.32,110.43,112.72,118.28,120.67,135.58,139.43,114.78,98.2,92.5,89.15,90.16,97.78,100.27,83.48,81.65,85.76,84.99,82.37,84.73,84.19,68.71,54.84,37.32,30.97,23.12,21.55,16.85,15.92,19.58,19.4,19.1,19.82,19.94,16.88,13.22,17.28,17.79,17.69,17.16,17.89,16.53,13.89,17.83,18.85,18.92,19.69,20.08,18.14,15.64,19.96,21.51,23.02,23.97,25.06,22,12.66,15.13,21.84,23.68,24.21,24.65
Italy,,country/region,transit,100,100.82,100.4,99.52,107.35,113.33,108.25,102.14,99.04,100.05,102.72,107.54,116.79,110.36,101.6,101.95,102.49,100.8,101.93,107.43,106.2,98.79,99.71,98.91,103.67,114.12,117.08,113.16,108.57,109.4,110.36,117.55,127.08,130.72,125.6,119.01,118,120.44,124.06,126.36,126.83,113.18,96.25,81.28,74.29,74.11,76.73,76.34,69.12,67.14,65.83,61.44,59.45,57.32,52,46.69,37.69,23.02,19,13.06,11.93,10.96,11.13,10.88,10.76,10.22,10.35,10.17,9.51,9.23,9.7,9.29,9.31,8.86,8.43,8.59,9.18,9.5,9.76,9.22,9.61,8.57,8.58,9.25,9.68,11.43,10.18,10.3,10.05,9.27,8.71,10.25,11.23,11.32,11.2,11.22
Italy,,country/region,walking,100,102.1,104.86,107.32,122.71,142.38,109.49,99.19,102.26,105.19,109.44,126.34,150.68,111.59,101.22,104.22,109.74,110.64,127.71,149.16,118.22,108.19,108.79,108.09,111.82,131.64,160.32,118.67,108.86,117.98,122.37,132.34,170.85,194.34,144.17,123.94,131.03,132.99,142.68,158.11,181.74,129.3,107.66,94.26,82.94,83.27,92.59,100.06,65.47,63.94,70.14,71.71,66.63,71.88,76,51.9,39.86,29.4,27.09,18.21,18.09,16.08,15.86,15.68,15.33,15.07,15.84,17.33,16.08,11.41,13.05,13.67,12.87,12.67,14.16,14.86,10.97,12.89,13.93,14.45,14.92,16.03,16.48,13.05,14.64,16.42,17.47,19.14,21.25,20.58,11.43,12.05,15.41,17.06,17.77,18.86
Japan,,country/region,driving,100,97.94,99.14,103.16,123.15,130.54,104.44,100.01,99.73,99.02,102.76,129.78,131.34,101.47,94.7,99.11,101.33,101.75,128.05,132.95,106.91,103.28,103.66,103.12,105.07,132.39,148.54,120.49,128.3,112.01,109.2,110.99,134.71,131.54,114.42,111.43,111.19,112.58,116.79,140.56,161.69,142.83,116.21,107.01,107.46,103.29,112.22,114.58,103.92,105.91,103.24,106.01,110.8,122.87,115.69,113.65,108.76,116.12,117.83,115.47,123.4,133.14,120.19,119.97,123.25,127.56,152.83,161.59,148.75,127.72,124.82,128.24,128.82,121.43,122.59,111.03,111.53,105.3,97.79,98.41,99.61,107.26,97.79,91.93,87.35,83.74,81.2,79.75,85.41,69.08,67.85,74.14,78.43,77.49,73.73,67.08
Japan,,country/region,transit,100,99.33,101.16,107.02,128.61,131.7,104.9,102.13,102.41,101.15,105.97,131.96,132.99,101.53,96.58,100.7,102.45,103.5,129.82,131.35,109.27,106.53,108,105.15,108.17,132.29,155.72,120.26,127.42,113.31,112.26,114.08,133.01,128.41,114.64,112.88,112.02,112.54,116.33,134.17,146.81,130.41,112.61,104.56,102.38,97.64,102.82,104.61,98.18,100.79,97.95,100.36,104.22,109.49,101.58,106,102.41,109.49,111.98,110.47,108.61,113.41,110.5,112.5,115.65,118.04,127.64,131.95,123.18,116.13,116.35,118.84,117.95,109.55,102.47,91.71,99.29,95.23,93.59,92.36,91.56,91.22,81.07,82.91,78.3,73.88,70.69,68.03,69.34,56.65,57.7,61.63,64.82,63.57,60.27,53.55
Japan,,country/region,walking,100,96.07,102.01,108.67,135.81,148.78,105.94,101.99,103.65,97.98,108.94,147.47,148.88,99.96,90.56,103.86,110.98,109.17,145.33,148.04,115.13,113.98,116.67,109.4,111.67,143.57,154.39,121.72,138.39,119.7,121.38,124.99,150.75,138.76,119.97,122.2,122.62,124.25,127,145.9,163.51,145.52,121.18,112.83,111.53,104.84,112.22,116.77,101.49,113.27,103.49,109.96,117.33,121.2,102.85,118.47,108.01,126.08,132.61,130.25,112.95,124.7,122.39,129.51,136.79,138.72,142.88,149.4,140.39,133.79,134.98,141.1,142,123.41,105.55,84.38,105.3,105.72,94.47,98.5,101.04,100.06,82.85,88.32,84.77,79.34,75.52,72.25,75.47,56.71,46.81,63.73,72.88,70.81,64.34,47.9
Latvia,,country/region,driving,100,100.86,103.78,106.99,117.63,117.49,103.15,102.24,102.12,103.22,103.71,122.65,124.21,103.64,100.15,99.27,104.75,104.33,120.46,115.39,100.69,102.88,105.67,102.77,106.85,125.66,129.95,110.71,104.18,116.77,116.46,115.91,146.66,134.01,110.55,108.26,109.37,107.69,114.64,134.09,127.43,109.67,109.16,105.86,106.2,113.13,134.46,122.41,100.84,98.53,106.91,103.35,112.68,128.26,125.94,108.47,99.05,101.3,97.94,81.05,86.18,74.49,74.55,63.64,62.99,55.92,65.05,63.25,63.43,60.66,55.75,56.89,62.11,64.77,74.1,77.67,50.3,49.27,52.13,50.21,54,58.76,63.77,70.48,71.02,78.75,78.18,70.06,72.83,69.72,46.42,55.04,58.11,63.09,61.69,68.54
Latvia,,country/region,walking,100,95.31,98.96,104.59,128.36,113.27,88.94,94.27,95.01,97.81,104.31,146.37,140.56,86.7,102.96,98.06,107.26,110.78,135.72,128.08,86.47,105.66,108.13,101.02,112.79,147.44,149.86,105.53,112.28,135.34,139.26,130.9,173.15,156.03,101.4,123.11,127.67,123.13,132.92,165.73,145.66,109.1,120.71,108.33,113.89,126.01,171.41,155.06,100.92,109.12,110.65,101.3,114.6,154.96,146.22,101.71,105.86,96.28,96.03,88.94,86.83,61.63,59.49,44.94,53.76,44.1,54.7,45.66,43.13,45.99,44.15,47.87,58.17,55.13,57.2,67.72,34.34,36.03,37.66,39.82,35.49,37.89,48.28,54.6,63.69,65.73,59.62,47.72,57.58,50.04,33.96,34.17,33.55,42.85,46.29,41.1
Lithuania,,country/region,driving,100,98.15,102.22,107.33,120.05,112.07,96.12,99.92,101.45,103.11,105.19,123.64,115.89,94.54,97.08,101.54,100.93,100.78,118.84,108.72,98.1,98.55,104.1,105.18,109.32,127.25,115.79,103.09,105.11,106.4,107.55,115.47,140.21,123.28,105.49,112.58,117.64,119.31,122.03,133.66,123.23,98.97,104.49,102.21,106.77,106.6,118.77,103.25,95.49,97.86,101.25,101.6,107.58,126.28,118.82,99.15,98.9,109.73,95.15,84.7,92.53,70.39,63.46,52.73,55.8,50.65,51.37,55.04,51.11,45.06,46.78,50.06,50.34,53.24,58.89,63.49,40.55,45.98,48.14,48.26,46.12,54.14,57,58.35,60.23,67,65.58,62.11,58.47,34.02,27.11,38.32,56.29,56.9,62.38,69.63
Lithuania,,country/region,walking,100,99.21,111.09,109.1,139.24,118.85,89.11,97.36,95.41,99.04,111.65,154.41,236.75,133.6,98.16,106.41,111.79,117.81,132.92,120.02,91.49,118.32,121.49,116.64,124.78,151.09,136.21,99.69,103.8,105.84,119.82,130.76,177.29,153.64,115.37,129.57,133.57,145.73,155.83,166.49,133.12,96.14,111.14,112.22,119.02,111.79,135.53,127.53,89.62,105.42,114.6,123.39,130.11,160.11,154.24,102.21,106.61,121.21,101.45,88.89,98.36,59.88,58.12,44.17,51.72,50.55,48.2,52.91,41.93,38.47,35.98,42.73,45.9,46.81,53.3,55.77,32.29,36.46,39.1,35.72,32.78,36.35,42.42,47.46,54.07,61.27,58.61,50.24,52,37.65,30.03,31.9,40.01,41.11,44.37,59.71
Luxembourg,,country/region,driving,100,98.06,95.12,103.03,100.71,87.19,75.75,96.94,96.91,95.07,97.63,100.48,84.33,73.95,95.47,95.18,95.32,95.53,98.69,87.22,77.85,96.56,95.01,99.11,100.32,100.54,87.95,69.59,96.96,102.13,103.62,101.41,110.86,89.15,74.07,89.04,91.02,87.1,88.19,100.62,82.6,72.98,92.77,94.01,91.08,137.89,98.98,89.82,76.01,96.58,93.73,96.23,105.27,97.48,87.76,73.26,88.76,89.18,83.72,74.98,77.71,53.82,46.81,57.07,43.03,33.2,28.48,26.93,18.2,18.43,23.72,23.6,24.68,24.33,25.91,22.38,18.85,24.77,25.34,26.12,25.73,26.81,24.12,23.27,27.85,28.18,29.56,30.05,31.95,27.54,21.48,22.79,30.44,30.74,31.88,33.99
Luxembourg,,country/region,transit,100,96.05,92.65,97.1,100.71,94.58,88.16,94.54,92.1,95.55,94.96,106.51,83.87,83.96,89.71,87.61,91.73,93.95,93.11,99.03,95.67,96.56,105.29,94.96,88.87,97.1,95.93,76.27,91.14,90.21,94.58,95.63,96.35,96.14,82.15,106.05,97.31,94.29,89.58,94.88,86.48,85.59,105.38,97.1,97.98,109.37,106.17,104.49,105.12,114.95,115.71,118.14,112.01,115.08,121.13,98.03,99.58,87.15,98.24,75.85,71.1,57.03,47.92,41.96,28.39,20.29,20.37,18.56,14.28,13.31,16.42,13.65,15.96,12.81,15.29,16.8,13.99,16.55,16.3,14.95,14.7,12.31,16.34,13.36,16.63,17.14,19.49,21.08,20.12,20.24,16.34,14.57,18.4,20.83,19.07,18.73
Luxembourg,,country/region,walking,100,108.38,113.36,118.44,125.5,115.08,81.05,104.85,114.33,109.12,108.7,129.82,118.57,74.39,96.62,101.59,115.01,110.65,128.01,124.01,83.73,108.15,109.55,122.46,120.8,135.64,134.92,70.42,91.2,106.02,109.12,109.8,137.84,127.75,82.18,101.19,104.38,109.57,97.53,117.2,115.97,71.61,102.4,107.15,103.06,104.47,128.56,121.63,82.5,98.07,108.4,108.17,107.17,120.69,136.3,73.74,93.87,92.22,99.23,89.39,88.05,76.54,56.91,60.87,45.98,38.24,41.54,38.77,25.16,33.05,34.96,33.47,32.97,32.41,38.37,40.6,24.14,30.73,32.3,35.69,31.77,34.6,41.24,45.66,38.01,43.41,46.34,47.32,47.4,51.15,42.75,38.79,41,41.28,43.41,44.11
China,Macau,country/region,driving,100,110.99,115.14,118.61,157.14,153.88,139.85,155.84,144.2,108.73,81.69,58.19,47.32,37.96,31.9,31.78,32.35,31.3,31.22,28.96,28.43,26.99,23.42,22.34,20.68,22.01,21.56,22.76,24.75,23.08,24.63,26.93,26.9,22.82,23.45,27.02,30.36,31.17,32.58,29.4,33.53,30.74,29.22,31.85,33.26,31.51,33.99,35.35,34.93,34.58,33.98,29.46,32.68,35.88,36.28,37.21,33.38,36.61,34.8,28.43,34.23,38.92,32.51,28.16,25.4,25.54,25.43,25.17,27.18,25.86,25.08,24.7,26.06,27.56,26.48,26.3,25.66,23.19,21.99,20.75,23.65,23.18,24.23,23.43,24.66,28.06,24.88,26.51,25.04,26.3,27.14,26.75,25.2,23.56,25.86,29.16
China,Macau,country/region,walking,100,114.97,118.3,129.82,173.98,169.86,157.28,179.09,159.86,111.75,80.49,59.88,40.94,33.49,24.46,20.32,19.26,19.48,17.24,16.11,15.44,13.37,11.07,10.79,10.25,8.79,7.51,9.62,8.87,9.18,9.14,10.39,11.04,8.44,9.87,12.87,17.04,15.81,16.82,14.96,16.1,14.75,13.79,14.47,15.7,16.68,17.2,19.58,18.64,18.92,18.76,14.76,17.49,16.56,20.32,18.07,18.96,17.53,17.4,17.97,21.58,23.41,22.97,17.99,16.66,16.39,17.41,18.01,17.1,16.94,16.24,16.5,16.6,16.37,17.04,16.37,14.8,14.44,13.55,13.71,12.81,14.02,15.35,14.54,15.83,18.23,17.71,17.62,16.31,16.49,18.1,17.27,15.84,16.14,16.95,19.69
Malaysia,,country/region,driving,100,98.11,103.36,111.32,137.04,130.98,109.69,103.57,107.76,123.77,139.44,170.26,172.1,170.46,161.85,124.74,114.84,111.4,136.51,134.75,113.17,100.5,97.37,101.29,110.54,142.97,133.99,110.1,97.8,96.62,99.08,109.94,145.37,131.39,105.77,94.77,94.23,97.88,106.76,143.07,133.91,105.47,93.63,94.58,96.05,105.9,140.85,136.5,110,94.63,95.67,95.61,105.95,136.3,129.71,106.38,90.7,91.25,89.5,99.06,134.25,129.68,104.7,86.46,90.92,53.59,42.91,38.97,30.57,29.76,31.21,33.71,36.93,38.08,37.34,36.99,38.89,39.79,40.13,43.42,41.79,40.82,39.58,42.85,43.92,44.78,44.28,45.31,47.51,47.19,48.76,49.93,51.2,51.14,51.26,49.56
Malaysia,,country/region,walking,100,97.46,100.35,110.03,130.19,125.64,104.91,103.77,104.65,111.72,119.97,137.01,155.33,143.07,127.42,106.25,108.2,100.54,106.83,109.2,92.89,85.64,84.2,84.98,96.91,112.09,112.14,89.74,84,83.27,84.75,93.33,116.58,106.73,84.19,76.85,78.7,80.09,83.48,105.24,107.95,82.94,75.28,72.55,75.24,84.43,106.87,106.84,84,73.62,73.59,73.58,77.07,97.61,95.76,75.18,68.38,64.65,65.93,70.2,91.48,85.02,67,55.43,45.64,33.84,29.35,26.67,22.09,20.34,22.39,22.8,25.76,26.88,27.04,27.02,27.05,27.15,28.61,31.08,30.8,29.62,29.88,32.08,32.44,33.69,34.39,34.26,36.05,36.58,36.18,38.56,39.06,40.18,37.5,37.94
Mexico,,country/region,driving,100,100.53,102.35,106.06,127.97,134.25,93.02,99.86,98.24,98.54,103.06,125.88,132.98,91.64,95.34,95.59,97.85,103.95,131.82,138.16,97.29,92.83,97.7,96.65,102.16,123.82,132.78,91.93,98.9,101.42,103.35,114.35,152.62,148.02,103.95,104.15,103.08,104.29,109.57,135.59,146.51,104.9,101.38,99.87,100.1,103.94,131.15,141.72,96.36,94.55,96.33,98.55,103.76,129.77,142.61,96.45,82.96,98.22,99.53,102.63,132.65,142.31,97.35,80.27,75.86,68.46,65.28,69.84,62.58,41.83,46.66,44.21,42.82,44.2,49.05,49.65,35.04,41.52,41.5,41.39,41.34,46.09,45.68,33.35,39.47,40.31,42.44,38.8,35.13,37.77,32.18,39.94,40.05,41.18,41.56,47.31
Mexico,,country/region,transit,100,100.05,100.15,101.98,110.88,96.82,77.79,99.28,98.72,98.51,101.45,109.94,97.91,76.61,95.72,96.48,96.5,98.53,111.68,93.02,68.97,77.51,94.93,96.12,99.74,111.23,101.97,79.59,96.97,97.32,98.71,103.8,115.75,106.37,82.76,99.33,98.87,99.54,101.83,118.52,118.07,89.77,98.62,97.37,94.41,101.61,113.27,103.91,76.32,93,95.62,94.23,97.72,111.96,103.79,76.99,74.38,93.47,99.59,96.81,105.55,87.97,60.9,61.03,68.63,58.78,54.03,49.89,40.13,31.55,35.65,34.12,32.68,31.48,31.83,29.4,25.33,28.12,28.1,27.32,25.55,25.87,24.4,22.13,24.66,24.84,24.9,22.66,21.23,21.08,22.5,26.55,25.44,25,24.36,24.24
Mexico,,country/region,walking,100,102.15,105.42,107.62,127.85,135.02,87.85,100.97,101.37,101.64,105.31,125.38,136.68,90.47,97.69,97,97.43,103.85,125.87,136.75,98.29,84.11,98.39,97.86,104.94,125.62,135.29,90.55,99,102.93,105.61,115.16,152.47,154.55,107,108.47,105.64,106.04,113.14,138.41,155.14,109.27,103.58,101.79,100.35,108.48,132.13,145.41,96.7,100.09,101.21,102.31,108.38,131.06,144.5,105.88,87.91,101.1,104.8,109.64,130.03,138.81,96.3,72.48,79.45,70.54,64.42,63.61,54.03,35.34,42.18,39.17,37.89,38.09,41.23,40.9,27.96,35.99,36.18,35.03,34.98,37.98,37.09,26.25,33.99,34.79,35.21,30.98,27.94,30.28,25.26,34.44,34.91,36.02,35.14,39.2
Morocco,,country/region,driving,100,99.8,101.5,108.9,121.4,143.32,131.57,125.79,130.38,135.43,135.24,140.48,146.61,131.6,106.67,104.64,105.64,105.87,114.12,134.8,125.96,107.51,107.27,113.29,109.6,121.23,140.21,130.78,110.68,110.07,114.3,113.72,128.88,146.06,129.27,117.5,119.15,118.34,121.35,127.93,144.15,134.85,113.4,114.4,114.98,117.64,132.97,145.77,135.07,108.98,108.42,114.44,109.68,124.89,137.16,122.44,103.66,103.35,102.38,96.79,98.86,100.34,74.76,60.04,47.18,41.46,34.18,30.68,17.58,14.92,16.38,15.65,16,15.28,15.79,13.43,13.29,16.03,16.51,16.11,16.09,16.32,16.83,13.94,16.13,16.87,17.35,16.76,17.62,16.1,16.78,18.45,17.09,17.91,17.13,17.69
Morocco,,country/region,walking,100,101.91,105.99,109.61,125.7,129.57,121.68,125.45,130.9,133.42,125.68,135.62,145.52,132.82,120.43,122.29,119.54,122.96,131.79,151.16,139.04,127.4,123.33,126.72,123.27,145.58,155.46,146.32,134.8,135.39,138.1,133.02,148.83,165.91,146.49,142.79,138.71,154.04,148.54,155.77,158.91,148.26,137.04,142.59,139.29,146.4,156.91,176.63,145.2,141.07,135.18,135.89,138.59,144.35,158.77,142.56,131.89,126,126.08,117.3,107.25,94.22,71.97,49.74,37.18,23.08,19.55,17.8,13.69,11.19,12.45,13.52,13.53,14.21,13.71,12.97,13.11,14.92,14.18,15.24,15.3,15.35,14.7,13.41,14.07,15.65,15.72,15.99,16.81,15.49,14.92,16.81,14.54,16.34,15.46,15.16
Netherlands,,country/region,driving,100,103.22,103.86,103.99,104.6,98.09,91.46,101.94,107.74,105.82,104.79,106.71,102.15,93.28,103.13,105.18,103.2,108.34,110.37,104.67,93.48,103.73,106.01,103.7,103.94,113.46,105.38,85.26,110.01,107.62,107.78,113.83,115.13,104.1,90.25,103.31,105.4,107.01,108.99,112.11,96.06,82.67,98,97.72,100.9,104.21,108.37,97.85,90.24,103.68,104.03,104.96,106.67,110.76,105.36,91.72,97.44,94.05,92.55,79.19,72.71,64.97,48.64,51.11,50.11,49.11,48.39,50.67,46.13,39,43.76,45.23,47.52,48.49,52.28,46.08,39.1,46.02,49.34,50.44,51.58,53.67,48.4,46.06,51.96,54.64,58.08,59.73,61.7,52.61,38.99,47.64,53.81,58.3,60.18,61.96
Netherlands,,country/region,transit,100,100.13,101.53,102.6,111.68,111.47,101.94,100.32,101.05,101.38,103.56,116.13,115.33,105.83,103.27,104.24,104.94,112.14,123.18,122.75,113.56,110.63,109.12,108.95,111.71,125.36,121.21,107.59,113.55,110.37,106.84,117.97,128.68,131.35,124.8,124.77,122.8,120.26,122.46,124.53,125.87,113.82,118.06,112.27,112.03,117.38,125.76,116.19,102.7,105.51,101.49,102.39,108.89,122.02,119.53,101.4,98.01,94.36,90.51,77.33,69.44,61.84,43.19,32.44,27.85,24.39,22.51,22.32,21.25,18.55,19.1,19.48,20.08,20.37,20.62,19.38,17.62,20.2,20.92,20.01,20.18,20.15,19.57,21.01,22.29,22.87,22.99,23.53,23.4,21.61,19.9,22.26,23.22,24.5,24.49,23.6
Netherlands,,country/region,walking,100,101.71,104.92,115.64,132.95,149.99,109.48,101.92,103.35,106.14,114.19,137.95,155.52,111.74,102.96,101.59,109.04,122.62,149.04,164.12,108.16,110.42,108.42,115.65,123.51,150.22,163.1,84.16,100.49,102.8,107.44,115.03,159.45,173.3,107.28,121.14,123.59,122.76,125.42,151.38,162.91,108.58,109.45,116.34,112.23,119.4,141.52,151.18,102.77,96.27,106.79,110.59,113.29,143.41,167.19,103.37,97.6,92.04,99.58,90.87,92.53,99.74,58.43,49.53,48.93,47,44,46.25,49.64,40.46,38.98,42.29,45.95,46.73,53.62,48.68,33.84,38.51,46.83,47.29,46.78,51.5,55.91,52.63,50.98,56.45,61.26,62.25,68.38,63.14,46.45,42.18,46.84,57.84,60.64,62.05
